PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI_Bucket
18,24,11,20,18,4,0,19,32,0,1,1,3
9,17,2,12,11,2,0,3,26,13,42,9,4
12,31,11,33,30,34,1,17,37,2,9,1,3
15,24,10,10,12,11,2,8,25,1,3,1,4
18,105,4,5,17,4,3,93,18,1,1,1,1
53,75,43,31,45,32,2,14,24,3,20,1,1
9,24,23,21,3,26,0,19,34,0,0,1,4
10,24,3,5,4,6,1,6,36,2,0,1,3
4,10,3,12,11,9,0,5,49,0,0,1,4
31,55,23,34,42,32,2,13,39,1,2,1,2
11,24,3,9,3,11,1,51,118,0,7,7,3
9,19,3,32,13,11,1,5,76,1,1,1,4
18,24,11,20,14,11,0,19,34,0,0,0,3
41,24,35,36,3,11,7,11,21,0,2,1,1
6,17,6,20,12,9,0,5,20,1,6,1,4
6,24,11,11,17,20,0,7,14,1,1,1,5
22,24,5,14,11,38,3,18,32,0,0,1,2
10,24,2,8,8,5,3,16,13,0,1,1,3
15,34,12,22,18,21,1,17,34,1,9,0,3
18,24,11,0,17,11,3,19,34,1,1,1,3
6,22,1,6,3,2,0,15,46,0,1,0,4
51,87,39,50,66,41,2,25,89,2,6,0,1
13,24,3,10,6,9,1,20,27,0,0,0,3
7,24,6,19,20,11,14,2,38,0,0,0,2
6,24,4,9,13,1,1,9,15,0,2,1,4
14,21,15,26,7,23,0,19,26,0,0,1,3
17,31,5,11,8,11,1,15,58,1,3,1,3
3,8,1,4,3,10,1,12,27,0,0,0,4
6,13,13,10,16,9,0,8,16,0,0,13,4
20,24,5,34,10,11,1,49,78,3,34,28,3
4,10,2,12,6,9,0,10,18,0,1,0,5
31,24,15,31,23,0,2,10,25,0,2,1,2
36,24,40,55,48,72,42,20,20,1,6,1,1
23,24,44,143,82,11,1,6,34,0,0,1,3
4,8,9,26,20,11,0,3,13,14,7,2,4
32,24,4,51,22,11,9,106,47,5,15,121,1
18,24,11,20,17,11,0,19,34,0,0,0,3
4,13,3,12,7,14,1,10,21,0,1,1,4
14,24,6,30,9,11,1,66,96,0,9,8,3
22,24,1,2,2,11,1,5,7,0,0,0,4
15,24,1,16,7,7,1,11,77,2,3,1,3
4,6,13,11,16,9,1,11,39,0,0,13,5
30,24,9,25,19,21,0,13,32,0,0,1,2
28,24,14,52,2,11,2,7,51,1,1,1,2
15,57,3,7,7,3,2,50,12,0,1,1,3
11,24,63,40,59,11,0,12,9,0,0,0,3
18,24,11,20,17,11,3,19,34,1,1,1,3
27,54,3,20,11,8,1,19,127,1,2,1,3
4,24,0,3,2,19,4,0,12,1,0,1,3
59,96,12,42,37,34,2,27,89,2,5,0,0
14,22,1,10,5,4,1,12,58,1,1,1,4
8,24,1,1,1,11,0,2,34,1,1,1,4
4,11,2,10,5,14,1,13,22,0,0,1,4
5,17,12,8,15,8,1,16,31,0,0,2,4
10,24,12,14,14,6,1,10,26,0,0,0,4
4,13,4,12,8,14,0,16,28,0,0,0,4
3,10,8,15,19,8,0,11,15,3,1,1,4
9,26,8,26,16,7,0,17,15,0,1,0,4
18,24,11,20,17,11,0,19,34,0,0,0,3
78,24,18,25,34,11,2,7,19,0,0,0,0
2,3,4,6,6,5,1,10,24,1,1,1,4
7,21,7,18,12,6,1,18,12,2,7,4,3
26,47,9,15,25,14,1,27,46,1,1,1,2
20,35,16,20,7,28,0,15,35,0,1,0,3
14,20,2,39,17,12,1,17,27,0,0,0,4
3,6,18,15,20,10,0,10,16,0,0,13,5
18,24,11,20,17,11,0,19,34,1,1,1,3
63,24,7,33,19,35,1,15,43,0,2,1,1
25,52,38,52,29,35,0,31,43,2,5,1,3
4,24,4,8,10,11,2,7,8,0,1,0,3
13,27,4,23,15,11,1,6,60,0,0,1,3
4,10,6,10,8,7,0,9,39,1,7,1,4
16,45,19,24,34,6,0,4,22,3,1,14,3
13,28,28,35,44,15,2,14,40,1,1,1,3
4,8,1,5,2,3,1,5,27,1,1,1,4
3,19,6,16,11,5,0,15,12,2,4,2,4
54,85,47,46,55,35,2,26,37,3,28,0,1
5,24,2,8,4,21,2,6,5,10,1,1,4
16,27,4,21,15,13,1,5,50,0,1,1,3
5,31,17,4,14,15,3,62,18,0,0,1,3
45,72,77,52,96,32,1,13,37,7,10,1,1
18,24,11,20,17,11,0,19,34,0,0,0,3
27,24,30,56,24,11,68,74,51,2,18,10,0
47,24,6,14,16,11,1,9,24,0,0,1,1
8,14,4,20,13,28,1,6,51,1,2,15,3
7,11,7,8,9,4,1,5,12,0,0,2,3
18,24,8,10,14,11,0,3,9,0,1,1,3
15,23,1,8,4,10,1,27,62,0,3,0,3
7,10,94,20,60,1,1,32,1,1,0,1,3
4,29,3,23,1,35,1,5,13,0,1,1,4
18,24,11,20,17,11,3,19,34,1,1,1,3
11,29,9,16,18,16,1,12,38,0,6,1,3
6,33,15,28,0,22,0,9,11,0,0,1,4
61,96,11,16,5,1,4,34,19,0,1,1,1
18,14,4,7,17,11,0,23,6,1,1,1,3
46,68,13,29,33,51,2,5,9,1,7,39,2
4,8,6,6,9,5,3,15,16,3,1,3,4
18,24,11,20,17,11,3,19,34,1,1,1,3
13,33,5,17,16,13,1,9,100,0,11,1,3
18,24,11,20,17,11,0,19,34,0,0,0,3
13,91,13,37,3,28,0,19,34,0,0,1,3
9,14,5,9,12,25,1,10,27,0,0,1,4
15,40,20,46,32,20,1,28,23,5,13,18,3
4,16,2,9,7,6,0,7,27,0,1,1,4
80,24,22,29,27,11,2,16,21,1,4,10,0
18,24,9,10,8,11,2,7,15,1,1,1,3
4,13,8,7,12,6,0,28,15,0,0,2,4
7,20,2,25,4,19,0,8,52,0,0,0,4
26,44,4,20,15,14,1,14,51,0,4,1,3
66,24,17,11,2,11,8,6,38,1,1,1,1
18,32,5,6,17,4,0,115,37,1,1,1,3
12,24,3,15,17,11,1,2,35,0,1,1,4
17,33,4,32,16,13,1,16,44,1,1,1,3
17,35,5,6,17,4,3,30,52,1,1,1,3
18,24,11,20,74,11,0,19,34,0,0,0,3
6,13,2,10,6,7,1,15,35,0,1,1,3
4,16,0,18,7,3,0,2,16,1,1,1,5
18,24,5,12,5,11,2,43,72,0,7,5,2
18,24,11,20,17,11,3,19,34,1,1,1,3
17,34,11,30,18,18,0,15,34,1,9,1,3
18,24,11,20,15,11,0,19,34,0,0,0,3
8,24,8,15,3,11,5,7,24,0,1,1,3
12,24,7,10,14,11,15,21,5,3,6,3,2
9,16,8,7,13,6,1,15,28,0,0,2,4
7,7,0,16,12,3,1,18,56,0,0,1,3
2,4,50,13,43,8,1,15,1,1,0,1,3
31,24,13,37,24,4,1,10,23,0,3,1,2
26,24,10,28,18,27,1,6,20,0,0,1,2
10,27,12,24,25,10,1,8,23,1,1,1,4
4,5,1,9,8,11,1,6,42,0,4,1,4
18,24,11,20,17,11,3,19,34,1,1,1,3
10,34,7,20,20,18,1,16,46,0,3,1,3
9,24,16,45,17,11,2,67,43,0,4,9,3
1,2,5,5,2,8,0,4,26,0,0,0,5
10,21,5,24,0,16,0,9,19,1,1,1,4
16,40,7,33,7,15,0,13,63,0,0,0,3
50,24,30,47,39,26,1,10,16,0,0,1,1
73,24,29,44,37,35,1,20,28,0,0,1,0
21,24,7,29,16,7,2,8,30,0,0,1,3
25,68,28,32,14,24,0,29,33,1,4,1,2
19,38,6,26,16,26,1,11,35,1,14,2,3
16,24,4,38,9,11,11,38,72,2,18,10,3
9,24,7,7,6,22,1,6,31,3,1,1,4
11,24,2,17,8,8,2,7,32,0,0,1,3
9,28,5,9,10,49,0,9,41,0,1,1,4
4,10,2,17,8,6,0,7,23,0,2,0,4
10,21,9,24,17,24,1,15,28,1,10,0,3
18,24,11,20,6,11,0,19,34,0,0,0,3
28,41,24,6,38,11,1,16,17,1,1,1,1
17,30,9,4,9,43,1,15,5,0,1,1,3
32,54,16,15,23,34,4,21,12,0,1,1,2
6,24,19,26,24,5,1,10,39,2,6,6,4
20,32,1,9,5,10,1,26,58,0,2,0,3
20,24,4,11,3,11,1,7,44,1,1,1,3
12,25,14,11,17,9,0,3,7,1,0,0,4
82,113,54,47,12,60,2,23,75,3,11,0,0
18,30,4,4,17,4,0,26,14,1,1,1,4
18,24,11,20,17,11,0,19,34,1,1,1,3
18,24,11,20,17,11,0,19,34,0,0,0,3
13,24,11,20,0,11,3,37,43,0,1,1,3
17,43,3,32,13,13,2,4,32,0,0,1,3
4,19,5,19,0,17,1,6,29,0,0,1,3
9,23,11,17,15,27,1,12,33,0,12,0,3
24,87,10,1,9,4,2,24,14,1,1,1,2
8,10,6,9,13,1,2,13,18,0,0,1,4
12,26,14,14,18,45,1,7,26,82,1,1,3
14,24,4,10,17,11,1,4,18,1,1,1,3
29,41,36,33,54,15,1,11,19,0,3,3,2
7,12,2,6,7,3,3,16,7,0,1,1,3
7,25,1,32,13,7,0,13,22,3,7,6,3
18,24,11,20,17,11,3,19,34,1,1,1,3
4,24,1,6,3,24,10,8,7,0,3,1,3
16,36,9,31,59,27,1,10,57,0,2,1,2
18,24,11,20,27,11,0,19,34,0,0,0,3
17,30,11,25,29,12,1,19,28,4,1,1,3
9,24,15,5,17,5,3,53,1,0,1,1,3
3,24,3,7,4,13,4,5,7,0,0,1,3
18,24,11,20,17,11,0,19,34,0,0,0,3
3,11,7,32,2,8,0,2,30,0,0,0,4
18,24,6,11,14,21,1,19,33,0,0,1,3
39,24,13,17,10,11,3,44,92,2,17,20,1
3,3,0,1,0,1,0,4,11,0,0,1,5
38,73,35,47,57,21,2,28,68,4,9,2,1
5,25,20,3,19,5,2,41,0,0,1,1,4
4,9,2,8,4,13,2,14,5,0,1,1,3
18,16,15,7,17,6,2,23,24,1,1,1,4
13,24,2,6,3,16,1,3,23,1,1,1,5
17,27,5,6,17,4,3,8,43,1,1,1,3
12,33,5,24,21,19,1,11,92,0,1,1,3
18,24,11,50,17,17,3,10,11,1,1,1,3
8,43,23,20,16,5,3,0,5,0,1,1,3
10,18,4,22,16,22,0,17,41,0,4,1,4
13,24,7,13,16,19,1,8,22,0,0,1,3
19,35,12,32,21,9,1,34,62,2,3,2,3
18,24,11,20,17,11,3,19,34,1,1,1,3
6,24,3,6,8,11,0,7,14,0,0,0,4
37,24,3,10,17,11,0,15,44,0,1,1,1
2,5,0,2,1,1,1,1,26,1,1,1,4
25,63,9,4,9,4,4,29,6,0,1,1,1
16,24,17,54,31,11,38,129,41,13,52,21,1
18,24,11,20,12,11,0,19,34,0,0,0,3
27,53,26,32,33,11,3,6,45,1,3,1,2
58,24,16,39,26,25,2,17,50,0,0,1,1
21,24,5,14,17,11,2,8,49,0,2,1,3
18,24,11,20,17,11,3,19,34,0,0,0,3
18,19,16,7,17,6,3,26,17,1,1,1,3
12,24,5,16,10,7,1,6,24,0,0,1,3
13,24,4,8,10,0,1,8,21,0,0,1,3
7,10,2,7,7,17,1,8,53,0,1,1,4
66,24,32,40,37,37,1,15,21,0,0,1,1
18,24,11,20,77,11,0,19,34,1,1,1,3
3,10,3,11,12,9,0,5,19,7,8,1,5
18,24,1,4,2,11,0,4,34,1,1,1,3
10,17,4,19,15,12,1,8,37,0,2,1,4
18,29,1,15,7,9,0,23,98,1,4,1,3
17,48,9,24,23,27,1,10,63,0,1,0,3
2,10,7,6,11,6,0,15,9,0,1,1,4
124,24,12,16,15,11,3,12,23,0,3,1,0
10,23,8,24,20,11,1,4,44,0,2,1,3
10,24,13,17,21,18,1,9,36,0,0,1,4
38,66,68,28,75,40,2,23,24,5,10,1,2
11,24,6,11,14,17,1,9,41,0,0,1,3
26,70,21,24,36,12,1,12,72,2,5,6,1
5,24,6,11,14,11,1,6,10,0,0,1,4
3,11,3,8,8,5,1,8,17,0,0,1,4
11,24,65,38,26,11,146,20,34,0,0,0,0
6,18,4,17,13,11,1,6,54,0,1,1,4
18,24,11,20,17,11,0,19,34,0,0,0,3
46,67,48,37,51,11,3,36,32,1,3,1,1
18,24,11,20,17,11,3,19,34,1,1,1,3
10,23,47,44,52,36,1,16,19,1,1,11,3
5,6,8,7,12,25,1,10,69,0,0,1,3
3,8,3,9,5,7,0,3,21,1,3,2,5
12,22,1,7,4,26,0,9,11,0,0,1,3
18,24,11,20,17,11,0,19,34,0,0,0,3
8,21,1,12,6,2,1,36,41,0,0,0,3
18,24,11,20,17,11,0,19,34,1,1,1,3
19,26,2,3,3,3,1,8,71,1,1,1,3
3,8,8,20,6,24,1,3,34,0,0,0,4
12,24,3,7,9,48,1,8,26,0,0,1,4
3,10,1,2,2,11,0,4,13,1,1,1,5
6,9,8,10,12,4,1,6,16,0,1,2,5
10,25,1,16,7,9,0,8,45,0,2,0,4
8,24,1,2,1,11,0,2,34,1,1,1,4
18,24,11,20,17,11,3,19,34,0,0,0,3
18,24,11,20,17,11,3,19,34,1,1,1,3
68,101,26,34,44,45,2,29,72,3,9,0,0
60,24,8,13,2,11,5,10,42,1,1,1,0
18,24,11,20,9,11,0,19,34,0,0,0,3
18,24,11,20,17,11,0,19,34,0,0,0,3
2,5,1,2,2,11,1,2,7,1,1,1,4
2,28,7,20,11,6,0,3,42,1,3,1,3
18,24,11,20,17,11,0,19,34,0,0,0,3
5,16,1,3,2,4,0,17,39,0,1,0,4
18,24,11,20,69,11,0,19,34,0,0,0,3
22,40,6,14,17,7,5,21,18,0,1,1,3
18,8,0,3,2,4,3,12,28,0,0,1,5
22,69,7,14,14,14,1,13,57,0,1,1,1
18,25,8,9,11,4,0,9,23,1,1,2,3
11,24,3,11,11,19,1,11,78,0,1,1,3
18,24,11,20,14,11,0,19,34,0,0,0,3
5,6,1,15,7,11,0,6,47,0,1,1,4
12,14,1,0,1,14,0,8,5,0,0,1,4
91,110,12,5,10,1,2,13,28,0,1,1,3
18,52,4,5,17,4,0,19,37,1,1,1,3
18,24,4,8,10,0,1,8,18,0,0,1,3
5,16,1,17,8,3,0,24,61,0,0,0,4
6,8,0,1,0,1,0,14,5,0,0,1,5
26,24,2,15,13,11,5,84,45,3,8,3,2
15,24,11,20,15,11,3,19,25,2,5,1,3
8,24,5,6,9,11,1,11,33,1,1,1,3
28,24,5,7,17,11,3,3,32,1,14,1,1
43,61,18,27,29,11,3,7,24,1,3,1,1
16,24,13,48,26,11,30,88,70,5,16,8,2
15,48,27,37,52,16,1,19,40,6,1,1,3
77,117,60,48,66,40,3,23,39,4,27,3,0
16,37,11,7,17,5,0,7,34,1,1,1,3
12,38,4,12,10,21,1,14,58,0,1,1,3
34,24,5,7,17,11,24,7,22,1,16,1,2
2,5,7,21,13,1,0,18,26,0,0,0,4
11,23,2,19,9,14,0,6,33,1,3,0,4
8,18,13,11,16,9,0,10,43,0,0,13,4
6,24,15,70,36,11,33,39,34,2,8,0,0
36,24,3,14,17,11,0,5,45,0,1,1,1
5,5,4,6,9,24,1,8,61,0,0,1,3
37,71,24,17,48,19,1,26,30,1,1,1,1
13,20,1,4,2,3,7,45,61,1,1,1,3
11,25,11,31,27,18,1,14,65,0,3,1,3
24,24,49,32,44,11,109,55,50,2,18,10,0
18,24,11,20,17,11,0,19,34,0,0,0,3
21,24,18,73,22,11,41,115,42,2,18,10,0
1,2,0,2,0,2,0,6,29,0,0,1,5
18,24,10,13,18,11,2,30,10,0,0,0,3
37,24,5,7,17,11,3,11,13,2,21,1,1
21,29,6,7,10,6,0,16,7,1,1,2,3
18,24,11,20,56,11,0,19,34,0,0,0,3
24,47,11,15,15,11,2,16,35,1,3,1,3
9,21,13,11,12,11,30,58,23,0,19,2,1
14,20,99,4,85,96,1,4,34,0,1,0,3
1,3,1,1,0,1,3,3,34,0,0,0,3
18,24,5,11,7,3,1,21,9,1,1,1,3
32,44,15,11,20,33,2,18,4,15,1,1,2
8,19,4,4,6,11,0,18,33,1,3,1,4
18,39,4,38,19,18,2,17,52,2,15,11,3
37,58,23,30,30,25,1,15,30,2,18,1,1
18,24,4,18,9,6,0,9,22,10,2,1,3
18,24,11,20,17,11,0,19,34,0,0,0,3
69,109,74,48,75,39,3,23,40,5,35,7,0
17,40,43,42,66,21,1,19,40,12,18,4,3
18,10,9,9,15,4,0,8,29,3,1,9,3
0,2,7,0,8,17,0,2,1,13,13,1,5
39,57,57,10,87,13,2,17,17,0,1,1,1
2,7,11,6,14,11,0,11,13,1,1,1,4
18,24,6,25,22,25,4,11,48,1,7,1,3
5,16,0,6,3,18,0,16,19,1,0,1,4
8,12,3,19,18,7,0,5,22,8,5,4,4
79,24,15,15,24,11,1,3,9,0,0,0,3
40,24,2,7,17,11,0,17,40,0,1,1,1
6,22,11,27,12,19,1,5,12,0,0,1,4
12,24,12,31,29,15,1,12,39,0,0,1,3
41,69,22,31,33,33,2,10,55,1,2,0,2
4,17,11,8,14,8,1,11,35,0,0,2,4
3,7,1,4,2,11,0,6,15,1,1,1,5
4,11,1,3,2,2,1,7,37,1,1,1,4
2,8,0,2,3,1,0,2,20,1,1,1,4
18,24,11,20,43,11,0,19,34,0,0,0,3
10,24,6,4,8,11,15,22,17,0,2,1,2
13,24,5,9,6,65,0,11,23,0,1,1,4
23,24,4,25,13,13,1,10,46,0,0,1,2
5,24,1,7,3,18,1,4,3,8,1,1,5
43,24,12,46,25,11,28,65,54,6,17,7,0
30,24,10,21,24,11,22,91,33,5,15,4,0
51,106,46,48,75,4,2,87,25,0,0,1,1
7,15,6,18,17,23,1,11,15,0,2,1,4
20,24,23,44,27,23,1,8,25,1,3,1,3
26,46,13,31,19,11,1,9,33,1,3,1,3
10,26,2,9,9,4,3,16,16,0,1,1,3
6,11,1,5,3,7,0,28,26,0,0,0,5
2,24,3,8,8,23,1,9,34,0,0,1,4
125,24,65,25,74,11,6,16,5,0,0,1,0
5,24,2,5,3,17,2,6,6,19,91,1,4
5,15,5,7,7,17,0,7,48,0,0,1,4
6,11,1,6,7,4,0,15,16,1,1,1,4
1,2,1,2,2,3,1,3,7,1,1,1,4
6,20,2,13,6,11,0,19,44,3,8,2,3
18,24,9,6,12,11,2,18,9,0,0,0,3
18,24,11,20,37,11,0,19,34,0,0,0,3
15,24,1,5,2,11,0,3,26,1,1,1,4
18,30,4,5,17,4,0,71,21,1,1,1,3
18,24,11,20,17,11,3,19,34,1,1,1,3
14,26,13,24,21,26,1,12,28,1,13,0,3
18,24,11,20,17,11,3,19,34,1,1,1,3
51,24,16,30,37,11,3,2,17,0,0,1,1
10,23,4,11,11,4,1,28,5,0,1,1,3
18,29,65,40,85,14,1,8,10,1,0,1,3
18,24,17,34,16,11,1,33,48,1,17,19,3
14,43,29,27,45,11,4,19,64,1,1,1,3
10,26,3,7,7,6,1,11,27,0,3,3,3
5,24,2,6,2,11,2,14,23,0,0,1,4
18,24,11,20,17,11,3,19,34,1,1,1,3
6,16,5,26,0,17,0,4,19,0,0,1,4
9,15,6,14,10,9,1,11,37,1,1,1,4
18,41,4,15,9,11,10,77,23,1,17,3,2
11,21,3,25,12,9,0,9,29,1,18,11,4
14,24,5,27,8,11,1,46,84,2,31,27,3
43,24,43,40,45,21,1,27,25,2,9,1,1
35,32,15,25,25,37,11,6,21,2,5,4,2
23,24,4,22,20,11,10,105,44,0,0,0,2
5,8,3,8,5,3,0,20,22,0,1,1,5
7,13,3,15,15,14,0,7,23,9,5,5,4
29,42,41,11,32,15,7,103,39,0,0,1,2
9,26,10,25,17,5,1,16,8,1,3,1,3
11,24,2,22,15,37,11,4,32,1,5,1,3
18,24,11,20,17,11,3,19,34,1,1,1,3
9,24,15,8,14,11,35,19,81,0,0,0,3
22,50,24,14,20,11,2,19,18,1,1,1,3
8,25,21,22,23,7,1,12,12,2,8,6,4
5,15,2,5,3,7,0,8,49,0,0,1,4
29,24,4,21,17,11,1,14,26,0,2,1,2
6,24,1,5,3,24,7,2,13,1,1,1,4
18,24,11,20,17,11,3,19,34,1,1,1,3
10,24,31,16,38,11,1,3,8,0,0,1,3
10,19,4,21,16,10,1,9,37,0,9,1,4
29,47,14,19,24,30,4,22,7,0,1,1,2
35,24,4,21,12,11,2,13,25,0,2,1,2
10,26,24,15,32,11,2,22,56,0,1,1,3
6,13,6,28,69,20,1,9,38,0,1,1,3
8,12,1,5,3,2,1,7,8,1,1,1,4
14,24,3,14,7,25,1,9,18,11,6,1,4
17,38,11,2,11,9,0,5,58,0,1,1,3
12,24,1,21,17,11,1,7,33,0,0,1,4
20,36,5,20,13,11,1,36,25,1,3,1,3
20,43,25,13,29,6,0,4,5,3,1,14,3
17,45,26,29,30,22,1,17,36,2,25,0,3
9,33,11,54,31,11,26,129,38,8,46,19,1
7,16,23,21,36,11,2,18,49,0,1,1,4
7,13,3,7,6,3,1,7,39,1,1,1,4
18,24,3,14,14,11,0,6,36,0,3,1,3
18,24,2,22,19,17,1,19,31,2,0,1,3
13,30,2,6,9,21,0,18,17,0,1,1,4
11,24,11,15,16,41,1,7,18,0,0,1,4
18,39,3,23,11,12,0,4,37,1,4,3,3
21,36,8,28,23,14,1,18,50,1,5,1,3
18,24,4,18,8,16,0,16,16,17,4,1,3
3,7,0,4,2,3,0,19,44,0,0,1,4
18,24,0,1,0,4,0,3,14,1,1,1,3
22,65,7,6,8,11,0,19,39,1,1,1,3
16,24,22,56,35,17,2,53,43,5,9,23,3
6,16,16,13,23,9,1,12,10,1,1,1,4
9,19,7,17,16,12,1,14,27,0,1,1,4
34,52,149,23,13,58,0,13,21,0,1,1,3
12,26,5,24,16,11,1,6,65,0,2,1,3
6,17,9,26,16,7,1,40,37,3,7,10,4
4,15,20,8,23,11,2,26,18,0,1,1,4
18,24,11,20,17,11,3,19,34,1,1,1,3
19,24,12,44,24,11,28,15,26,2,18,10,0
35,57,6,21,15,11,0,2,41,1,1,1,2
52,86,39,33,41,11,4,12,26,0,0,1,1
8,16,3,15,7,5,0,3,15,0,2,0,4
4,9,24,4,20,3,1,21,0,1,0,1,4
18,24,11,20,17,11,0,19,34,0,0,0,3
18,0,8,0,8,14,0,7,4,19,19,1,5
3,13,16,4,17,5,1,30,7,0,1,1,4
18,24,11,20,17,11,3,19,34,1,1,1,3
13,37,8,23,15,24,1,13,34,1,9,1,3
9,18,3,20,10,4,0,11,23,2,7,2,4
17,39,12,33,110,28,2,13,67,1,5,1,2
22,24,0,14,5,11,1,4,23,1,1,1,3
4,9,2,16,8,15,0,7,18,0,1,2,5
17,24,5,16,10,6,1,7,22,21,11,1,3
35,65,23,19,24,11,3,11,44,1,3,1,2
24,24,8,13,7,7,9,2,23,3,1,1,2
17,39,2,32,14,13,0,18,31,1,16,9,3
4,9,3,15,15,11,3,2,10,4,4,1,3
82,95,35,28,38,11,1,34,26,0,0,1,0
17,24,3,13,9,34,2,12,35,0,0,1,3
7,13,1,20,17,2,1,19,49,2,0,1,4
26,24,7,11,9,20,1,6,34,21,5,1,2
11,18,7,15,15,15,1,15,56,0,1,1,3
19,24,6,13,15,75,2,10,25,0,0,1,3
11,35,7,19,14,18,1,13,26,1,10,0,3
18,24,11,20,17,11,3,19,34,0,0,0,3
18,24,11,20,17,11,3,19,34,1,1,1,3
18,24,1,4,2,11,0,2,40,1,1,1,3
6,11,3,18,10,6,3,4,44,1,4,2,4
18,24,11,20,17,11,3,19,34,1,1,1,3
17,31,3,32,28,28,1,9,18,2,5,1,3
1,1,0,1,0,1,0,5,16,0,0,1,3
52,90,27,37,43,90,12,6,25,5,9,5,1
8,32,3,20,17,13,0,12,37,0,0,1,3
33,49,16,31,25,28,1,20,27,2,13,3,2
19,24,2,17,17,11,1,8,38,0,0,1,3
14,23,11,76,40,11,26,206,15,1,15,2,0
8,24,1,11,7,19,2,3,48,0,1,1,4
18,24,21,11,27,11,2,11,9,0,1,1,3
20,34,10,30,31,14,1,20,30,2,1,1,3
8,24,5,14,15,4,1,5,38,0,0,1,3
44,24,19,53,34,25,2,9,32,0,0,1,1
5,24,2,4,2,11,0,2,34,1,1,1,5
29,42,6,34,6,18,0,22,43,0,0,0,2
18,39,7,38,21,17,1,21,44,2,18,10,3
22,24,7,14,10,11,0,9,34,1,1,1,3
5,11,7,8,10,7,0,3,23,10,4,4,4
16,25,5,11,12,7,1,6,32,0,3,4,3
16,24,13,64,15,18,0,36,25,0,2,6,4
19,93,8,18,17,15,1,18,71,0,2,1,2
25,32,11,20,0,11,0,19,34,0,1,1,2
30,24,6,34,11,11,2,20,25,1,1,1,2
18,24,11,20,17,11,3,19,34,1,1,1,3
34,57,11,8,12,37,1,16,7,0,1,1,3
11,41,0,15,7,5,0,22,67,0,1,0,3
6,13,3,8,5,8,0,7,23,0,0,1,4
24,38,19,15,39,4,1,20,20,0,1,1,2
29,93,68,48,35,54,1,24,28,1,3,1,2
8,21,14,9,17,20,0,8,4,1,1,1,4
30,50,25,31,32,30,1,16,27,2,15,5,2
18,24,17,8,17,6,3,43,23,1,1,1,3
6,10,0,4,2,7,0,6,31,0,2,1,5
4,9,12,8,15,9,1,10,42,0,0,2,5
10,27,20,40,40,13,1,8,28,0,1,1,3
18,24,11,20,0,11,0,19,34,0,0,0,3
43,24,5,7,17,11,3,4,11,1,16,1,1
10,24,20,22,23,44,1,11,23,0,0,1,4
19,41,10,21,17,11,0,50,16,0,0,1,3
14,32,10,11,14,33,1,5,33,0,1,1,3
21,30,1,85,33,11,2,154,113,0,13,3,2
5,12,12,6,15,5,1,41,10,0,1,1,4
41,66,22,40,47,33,3,27,69,2,7,2,2
43,18,10,30,18,40,1,4,34,1,0,1,4
5,12,11,4,12,4,0,15,18,2,1,1,4
3,8,5,8,3,5,0,4,32,0,1,0,4
10,24,1,8,4,24,1,10,27,5,1,1,4
11,30,14,49,32,11,31,177,41,8,46,20,0
11,30,8,26,20,11,1,6,46,0,2,1,3
7,15,12,14,14,5,1,13,12,1,4,1,4
13,32,20,33,28,5,1,5,14,4,11,9,3
18,24,3,23,2,11,24,19,33,1,2,1,3
7,9,1,1,1,17,0,6,5,0,0,1,5
15,24,9,10,16,11,1,7,12,0,0,0,3
16,26,11,47,25,6,1,34,29,4,7,15,3
18,24,11,20,17,11,3,19,34,1,1,1,3
12,23,8,27,22,14,1,13,50,0,0,1,3
9,24,6,6,10,11,14,21,8,1,5,2,2
10,14,4,17,25,19,0,3,43,0,0,1,3
32,24,8,9,15,11,0,2,9,0,0,0,3
18,24,11,20,17,11,3,19,34,1,1,1,3
12,24,18,53,24,11,1,48,88,0,4,9,3
3,14,2,17,17,12,0,9,28,0,0,1,3
18,24,3,12,3,11,1,6,28,1,2,1,3
55,86,65,96,105,61,2,29,35,3,5,1,1
18,24,11,20,17,11,3,19,34,1,1,1,3
11,29,4,21,18,11,1,14,80,0,0,1,3
18,45,17,36,26,8,2,19,36,3,8,3,3
16,26,13,39,6,24,0,19,29,0,0,1,4
7,18,6,15,9,26,3,5,10,0,0,1,3
12,24,4,14,9,8,1,5,22,0,2,1,4
10,19,6,24,12,19,1,5,33,0,0,1,4
14,24,1,11,5,5,1,10,68,1,1,1,3
16,25,6,24,4,10,0,4,52,0,0,0,3
28,24,40,17,47,11,2,7,11,0,1,1,2
105,24,5,7,17,11,39,13,10,1,9,1,0
17,33,3,17,12,13,1,17,60,0,4,1,3
7,20,2,21,4,13,0,5,42,0,0,0,3
4,21,13,6,15,4,0,14,15,0,1,1,4
14,28,47,50,52,93,1,88,28,2,1,13,3
30,24,6,8,11,11,13,6,5,1,3,0,2
50,24,42,66,3,11,3,14,51,1,0,1,1
13,30,11,20,17,42,0,5,64,0,1,1,3
56,24,3,5,2,11,7,11,50,1,1,1,1
5,10,4,16,13,8,1,5,24,0,0,1,4
24,37,10,11,24,18,1,28,46,0,1,1,1
17,31,9,50,27,11,20,47,47,1,1,1,1
22,24,4,22,15,7,1,14,33,0,16,1,3
18,24,5,17,18,11,0,6,33,0,3,2,3
9,17,3,18,12,19,0,8,21,0,0,0,4
12,20,8,26,21,13,1,5,34,0,2,1,4
